,all,fisher,relief,spec,f,chi2_nor,RFS,mrmr,cmim,jmi,borutashap,rf,lasso_svm,lasso_lg,lg,svc,rfs,cfs,chi2,shap
40900,1.0,0.027777777777777776,0.6944444444444444,0.9166666666666666,0.027777777777777776,0.1111111111111111,0.25,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.9722222222222222,0.3888888888888889,0.027777777777777776,
40994,1.0,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.9444444444444444,0.9444444444444444,0.16666666666666666,0.3888888888888889,0.2222222222222222,
41146,1.0,0.25,0.2,0.8,0.25,0.2,0.8,0.8,0.8,0.8,0.25,0.2,0.85,0.45,0.45,0.5,0.8,0.3,,
41156,1.0,0.5416666666666666,0.6041666666666666,,0.4583333333333333,0.8333333333333334,0.9375,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.5,0.4791666666666667,,0.8333333333333334,0.625,0.3333333333333333,0.3958333333333333,0.20833333333333334,,
41730,1.0,,,0.5,,,0.4,,0.2,0.2,0.5,0.4,0.5,0.5,0.9,,,0.6,,
41872,1.0,0.4,0.1,,0.4,0.3,0.7,0.3,0.5,0.6,0.3,0.3,0.1,0.1,0.1,0.1,0.3,0.6,,
41897,1.0,0.9,0.8,0.9,0.9,0.9,0.1,0.5,0.3,0.3,0.1,0.1,0.9,0.1,0.4,0.4,0.1,0.6,,
41945,1.0,0.4,0.3,0.3,0.4,0.5,0.6,0.1,0.1,0.1,0.5,0.3,0.6,0.1,0.7,0.7,0.4,0.6,,
41946,1.0,0.9655172413793104,0.3103448275862069,0.8620689655172413,0.9310344827586207,0.8620689655172413,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.3103448275862069,0.3103448275862069,0.9655172413793104,0.9655172413793104,0.8620689655172413,0.8620689655172413,0.9655172413793104,0.20689655172413793,,
41978,1.0,0.2,0.4125,0.7375,0.2,0.5125,0.6,0.2375,0.4,0.5,0.6,0.975,0.475,0.825,0.65,0.2875,0.5125,0.1125,,
44,1.0,0.7894736842105263,0.6491228070175439,0.9122807017543859,0.7894736842105263,0.8070175438596491,0.8070175438596491,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.3333333333333333,0.3333333333333333,0.9649122807017544,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9824561403508771,0.2807017543859649,,
53,1.0,0.7692307692307693,0.9230769230769231,,0.7692307692307693,0.6153846153846154,0.46153846153846156,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.9230769230769231,0.9230769230769231,0.5384615384615384,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.7692307692307693,,
59,1.0,0.5294117647058824,0.38235294117647056,0.6176470588235294,0.7647058823529411,0.7647058823529411,0.14705882352941177,0.5588235294117647,0.5588235294117647,0.5588235294117647,0.14705882352941177,0.23529411764705882,0.6176470588235294,0.6176470588235294,0.35294117647058826,0.4411764705882353,0.9117647058823529,0.17647058823529413,,
715,1.0,0.28,0.24,,0.28,0.12,0.84,0.36,0.12,0.12,0.12,0.12,0.88,,,,,0.24,,
716,1.0,0.08,0.04,0.36,0.08,0.08,0.04,0.06,0.04,0.04,0.06,0.18,0.1,0.54,0.08,0.08,0.08,0.12,,
717,1.0,0.9,0.9,0.4,0.9,0.9,0.9,0.5,0.8,0.3,0.7,0.9,0.8,0.9,,,,0.7,0.9,
718,1.0,0.11,0.07,0.88,0.11,0.04,0.05,0.09,0.09,0.05,0.06,0.05,0.16,0.12,,,0.99,0.15,,
721,1.0,,0.5,,,0.6,,0.5,0.8,,0.7,0.7,0.6,0.9,,,,0.6,,
723,1.0,0.2,0.2,,0.2,0.24,0.44,0.24,0.2,0.2,0.28,0.2,0.2,,,,,0.24,,
732,1.0,0.18,0.12,0.9,0.18,0.12,0.14,0.2,0.26,0.2,0.38,0.42,0.14,0.18,,,,0.12,,
735,1.0,,,0.9166666666666666,,0.75,,,,,,,,,,,,0.5,,
740,1.0,0.7,0.5,,0.7,0.7,0.7,,0.5,0.4,0.5,0.5,,,,,,0.6,,
742,1.0,0.03,0.03,0.99,0.03,0.03,0.1,0.14,0.25,0.1,0.03,0.03,0.16,0.06,0.06,0.06,,0.08,,
746,1.0,0.16,0.16,,0.16,0.36,0.4,0.4,0.56,0.36,0.12,0.12,0.16,0.64,0.44,0.44,0.44,0.36,,
752,1.0,0.34375,0.21875,0.78125,0.34375,0.34375,0.5625,,0.0625,0.0625,0.1875,0.1875,0.5,0.28125,0.34375,0.34375,0.5625,0.1875,,
753,1.0,0.1875,0.5625,0.4375,0.1875,0.53125,0.34375,0.59375,0.15625,0.375,0.53125,0.4375,0.125,0.78125,0.65625,0.59375,0.21875,0.1875,,
756,1.0,0.13333333333333333,0.8,0.4,0.13333333333333333,0.13333333333333333,0.8666666666666667,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.8,0.5333333333333333,,
758,1.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.2857142857142857,0.5,,
759,1.0,0.36363636363636365,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6363636363636364,,
761,1.0,0.7142857142857143,0.7619047619047619,0.9523809523809523,0.7142857142857143,0.8571428571428571,,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.7619047619047619,0.7619047619047619,0.9523809523809523,0.9523809523809523,0.7142857142857143,0.7142857142857143,,0.3333333333333333,,
762,1.0,0.4,0.8,0.9,0.4,0.4,0.6,0.8,0.8,0.5,0.3,0.8,0.7,0.7,0.5,0.5,0.5,0.6,,
763,1.0,0.6,0.4,0.8,0.6,0.6,0.5,0.9,0.9,0.9,0.6,0.7,0.5,0.5,,,,0.6,,
766,1.0,0.12,0.1,0.74,0.12,0.12,0.22,0.18,0.06,0.06,0.12,0.2,0.08,0.1,,,0.1,0.12,,
768,1.0,0.36,0.16,0.24,0.36,0.4,0.6,0.32,0.16,0.2,0.2,0.16,0.32,0.28,0.12,0.12,0.08,0.24,,
769,1.0,0.2,0.12,0.94,0.2,0.18,0.08,0.46,0.42,0.46,0.14,0.12,0.18,0.08,,,,0.2,,
773,1.0,0.2,0.92,0.92,0.2,0.2,0.6,0.92,0.92,0.28,0.28,0.32,0.64,0.2,,,,0.4,,
775,1.0,0.12,0.12,0.32,0.12,0.12,0.12,0.2,0.24,0.2,0.36,0.2,0.24,0.28,0.28,0.28,0.28,0.24,,
778,1.0,0.07142857142857142,,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.9285714285714286,
779,1.0,0.24,0.28,0.68,0.24,0.24,0.24,0.48,0.24,0.28,0.16,0.2,0.4,0.24,,,,0.24,,
783,1.0,0.5,0.3,0.9,0.5,0.5,0.9,0.9,0.5,0.4,0.3,0.3,0.7,0.7,0.9,0.9,0.9,0.6,,
785,1.0,0.2608695652173913,0.06521739130434782,0.6086956521739131,0.2608695652173913,0.21739130434782608,0.3695652173913043,0.21739130434782608,0.15217391304347827,0.17391304347826086,0.13043478260869565,0.5217391304347826,0.391304347826087,0.15217391304347827,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.13043478260869565,,
788,1.0,0.7833333333333333,0.85,0.5,0.8666666666666667,0.8833333333333333,0.25,,,,0.6,,0.3333333333333333,,,,,0.2833333333333333,,
789,1.0,0.2,0.2,0.9,0.2,0.4,0.8,0.6,0.4,0.3,0.5,0.3,0.6,0.6,0.5,0.5,0.5,0.6,,
793,1.0,0.3,0.3,0.9,0.3,0.5,,0.9,0.6,0.9,0.3,0.3,,0.7,,,,,,
794,1.0,0.28,0.2,0.84,0.28,0.28,0.28,0.8,0.36,0.36,0.2,0.2,0.48,0.08,0.28,0.28,0.44,0.24,,
797,1.0,0.06,0.06,,0.06,0.06,0.1,0.18,0.06,0.12,0.06,0.12,0.18,0.18,,,,0.12,,
800,1.0,0.9259259259259259,0.7037037037037037,0.9259259259259259,0.6296296296296297,0.3333333333333333,0.6296296296296297,,,,0.5185185185185185,0.5925925925925926,0.2222222222222222,0.48148148148148145,0.9259259259259259,0.9259259259259259,0.6296296296296297,0.5185185185185185,,
805,1.0,0.32,0.1,0.76,0.32,0.38,0.46,0.18,0.18,0.16,0.1,0.1,0.88,,,,,0.12,,
806,1.0,0.06,0.12,0.72,0.06,0.06,0.34,0.2,0.08,0.1,0.12,0.1,0.5,0.74,,,,0.12,,
812,1.0,0.64,0.28,0.52,0.64,0.64,,0.68,0.16,0.16,0.24,0.16,0.4,0.08,,,0.24,0.24,,
820,1.0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,,,,0.5833333333333334,,
824,1.0,0.5,0.5,,0.5,0.5,,0.7,0.5,0.5,0.6,0.5,,,,,,,,
828,1.0,0.23,0.02,0.62,0.23,0.15,0.11,0.02,0.03,0.06,0.12,0.03,0.2,0.15,0.06,0.04,0.05,0.06,,
830,1.0,,0.5,,,,,0.5,0.4,0.4,,,,,,,0.9,,,
833,1.0,0.21875,0.28125,,0.21875,0.3125,0.28125,0.34375,0.3125,0.28125,0.21875,0.1875,0.25,0.375,,,,0.1875,,
834,1.0,0.17,0.17,0.91,0.17,0.15,0.04,0.18,0.04,0.04,0.08,0.05,0.35,0.03,0.11,0.11,0.17,0.06,,
837,1.0,0.08,0.18,0.9,0.08,0.08,0.32,0.16,0.08,0.08,0.08,0.08,0.74,,,,,0.12,,
838,1.0,0.12,0.12,0.96,0.12,0.12,0.2,0.28,0.44,0.12,0.12,0.12,0.2,0.8,0.96,0.96,0.96,0.24,,
845,1.0,,0.7,,,,,0.7,0.7,0.7,0.5,0.5,,,,,,0.6,,
847,1.0,0.7857142857142857,0.5714285714285714,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.2857142857142857,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.35714285714285715,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.6428571428571429,,0.5714285714285714,,
849,1.0,0.72,0.2,0.88,0.72,0.72,0.92,0.44,0.32,0.32,0.2,0.2,0.64,0.52,,,,0.36,,
850,1.0,0.64,0.04,0.58,0.64,0.64,0.04,0.16,0.04,0.04,0.48,0.34,0.48,0.6,,,,0.12,,
851,1.0,0.5967741935483871,0.1935483870967742,0.11290322580645161,0.5967741935483871,0.7096774193548387,0.3870967741935484,0.12096774193548387,0.25806451612903225,0.9919354838709677,0.3064516129032258,0.3064516129032258,0.12903225806451613,0.1935483870967742,0.08064516129032258,0.08064516129032258,0.9919354838709677,0.04838709677419355,,
855,1.0,0.9,0.6,0.9,0.9,,0.9,0.5,0.6,0.6,0.8,0.6,,,,,,,,
863,1.0,,,,,,,,,,,,,,,,,0.6,,
866,1.0,0.1,0.12,0.9,0.1,0.1,0.42,0.28,0.06,0.06,0.1,0.12,0.12,0.14,0.62,0.62,0.92,0.12,,
868,1.0,0.2,0.2,,0.2,0.16,0.4,,,,0.2,0.2,0.4,,,,,0.24,,
869,1.0,0.6,0.6,,0.6,0.6,0.6,0.4,0.6,0.5,0.4,0.6,0.9,,,,,0.6,,
873,1.0,0.34,0.14,0.72,0.34,0.74,0.18,0.22,0.14,0.14,0.14,0.14,0.58,,,,,0.12,,
876,1.0,0.04,0.12,0.96,0.04,0.04,0.12,0.08,0.04,0.04,0.04,0.04,0.14,0.04,0.08,0.08,0.58,0.12,,
879,1.0,0.2,0.2,0.92,0.2,0.2,0.56,0.92,0.08,0.08,0.2,0.24,0.52,,,,,0.24,,
880,1.0,0.1,0.4,0.3,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.4,0.4,,,0.9,0.6,0.4,
882,1.0,0.13333333333333333,0.5333333333333333,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.8,
888,1.0,0.12,0.28,0.94,0.12,0.12,0.36,0.98,0.98,0.98,0.16,0.18,0.2,0.22,,,,0.12,,
889,1.0,0.16,0.36,,0.16,0.16,0.28,0.4,0.44,0.52,0.16,0.32,0.32,0.32,,,,0.4,,
896,1.0,0.12,0.12,,0.12,0.12,0.2,0.24,0.16,0.16,0.12,0.44,0.52,,,,0.24,0.24,,
903,1.0,0.2,0.36,,0.2,0.2,0.24,0.24,0.4,0.36,0.2,0.2,0.2,,,,,0.24,,
904,1.0,0.16,0.12,0.78,0.16,0.16,0.74,0.76,0.38,0.76,0.1,0.1,0.14,0.58,,,,0.12,,
910,1.0,0.5,0.5,,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.7,,
913,1.0,0.5,0.5,,0.5,0.5,0.6,,0.6,0.4,0.5,0.5,,,,,,0.7,,
917,1.0,0.16,0.16,,0.16,0.16,,0.56,0.24,0.72,0.16,0.24,,,,,,0.24,,
918,1.0,0.06,0.08,0.9,0.06,0.08,0.12,0.12,0.1,0.08,0.06,0.08,0.76,0.04,0.44,0.44,0.54,0.2,,
920,1.0,0.1,0.2,0.98,0.1,0.1,0.38,0.12,0.1,0.12,0.1,0.1,0.48,,0.88,0.88,0.86,0.12,,
922,1.0,0.08,0.04,0.84,0.08,0.08,0.92,0.2,0.06,0.06,0.04,0.08,0.06,0.14,0.06,0.06,0.72,0.12,,
926,1.0,0.88,0.28,,0.88,0.88,0.72,0.88,0.72,0.72,0.36,0.44,0.76,0.72,,,,0.24,,
927,1.0,0.2,0.26666666666666666,0.6666666666666666,0.2,0.4,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.2,0.26666666666666666,0.13333333333333333,0.8,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.4,
933,1.0,0.16,0.16,,0.16,0.16,0.44,0.68,0.2,0.68,0.16,0.16,0.84,0.12,0.28,0.28,0.76,0.24,,
935,1.0,0.3,0.3,,0.3,0.3,,0.8,0.5,0.9,0.3,0.3,0.6,,,,,0.6,,
936,1.0,0.9,0.5,0.9,0.9,0.9,,0.9,0.5,0.5,0.5,0.6,0.5,,,,,0.6,,
937,1.0,,0.06,0.52,,,0.1,0.2,0.16,0.12,0.06,0.06,0.14,0.14,,,,0.14,,
943,1.0,0.4,0.8,0.8,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,,,,,,
958,1.0,,,,,,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,,,,,,,,0.3157894736842105,,
970,1.0,0.8142857142857143,0.8714285714285714,0.6857142857142857,0.8142857142857143,0.7,0.9571428571428572,0.8,0.8285714285714286,0.7857142857142857,0.9428571428571428,0.8285714285714286,0.42857142857142855,0.9,0.8428571428571429,0.7142857142857143,0.4142857142857143,0.2,,
971,1.0,0.09210526315789473,0.14473684210526316,,0.09210526315789473,0.2236842105263158,0.25,0.2236842105263158,0.27631578947368424,0.14473684210526316,0.14473684210526316,0.15789473684210525,0.15789473684210525,0.11842105263157894,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.13157894736842105,
973,1.0,,,,,,,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8461538461538461,,,,,,,0.46153846153846156,0.8461538461538461,
976,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,,,,0.42857142857142855,,
979,1.0,0.375,0.575,,0.375,0.375,0.85,,,,0.65,0.85,0.45,0.45,,,,0.15,,
980,1.0,0.40625,0.421875,0.9375,0.640625,0.6875,0.59375,0.8125,0.765625,0.765625,0.28125,0.25,0.828125,0.84375,0.984375,0.984375,0.984375,0.296875,,
994,1.0,,,,,,,,,,0.8888888888888888,,,,,,,0.3333333333333333,,
995,1.0,0.1276595744680851,0.1276595744680851,0.8936170212765957,0.1276595744680851,0.10638297872340426,0.7021276595744681,0.5319148936170213,0.2553191489361702,0.1702127659574468,0.1276595744680851,0.10638297872340426,0.7872340425531915,0.2765957446808511,0.8723404255319149,0.3191489361702128,0.8297872340425532,0.1276595744680851,0.3617021276595745,
